ISSID,Province,Municipality_metro,Metro,Rural,TownCity_Name,Suburbareaplacename,Police_Station,Coordinates,Latitude,Longitude,First_Street,Cross_Street,Start_Date,End_Date,Ongoing,type,type_id,Violent_or_violent,violent,Rangecode,Reasonforprotest
617,9,Western CApe - City of Cape Town,1,1,Lansdowne Road,Lansdowne Road,WC - Cape Town Central,"-34.002154,18.560001",-34.002154,18.560001,poll voting stations,Lansdowne Road,11/09/2013,11/10/2013,0,Election related,3,Violent,1,5,"sporadic incidents of community protests affected the registration process in ""very limited areas"", chief electoral officer Mosotho Moepya told reporters in Pretoria. an angry mob had torched a municipal building and barricaded roads. The mob was also reportedly intimidating community members wanting to register for the 2014 general election. Moepya said 99.7% of 22 263 voting stations had been operating normally across South Africa as at 3pm on Saturday. He said all voter registration centres which had been closed would be re-opened as soon as possible."
619,8,Limpopo - Thulamela,0,1,Malamulele,Malamulele,LP - Malamulele,"-23.012124,30.716225",-23.012124,30.716225,poll voting stations,R524,11/09/2013,11/10/2013,0,Election related,3,Peaceful,0,5,"Sporadic incidents of community protests affected the registration process in ""very limited areas"", chief electoral officer Mosotho Moepya told reporters in Pretoria. An angry mob had torched a municipal building and barricaded roads. The mob was also reportedly intimidating community members wanting to register for the 2014 general election."
664,8,Limpopo - Polokwane,0,0,Polokwane,Seshego,LP - Seshego,"-23.849575,29.383099",-23.849575,29.383099,OR Tambo Drive,38 Ave,11/09/2013,11/09/2013,0,Election related,3,Peaceful,0,5,A showdown between handful of EFF supporters were seen chanting and singing in front of the Malema house and ANC members led by ANC Dep Cyril Ramaphosa.
657,1,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,"Langa, Uitenhage",EC - Uitenhage,"-33.739218,25.39524",-33.739218,25.39524,Cakhatha Street,Bhucu Street,11/11/2013,11/15/2013,1,Service delivery,9,Violent,1,3,"Nine more people were arrested on Friday during a protests in Langa, Uitenhage, Eastern Cape police said, protests erupted due to lack of housing. A municipal health and wellness office, an African National Congress councillor's house, and a Democratic Alliance office were set alight. Several shops were looted."
653,7,Mpumalanga - Emalahleni,0,0,Witbank,Witbank CBD,MP - Witbank,"-25.877025,29.246757",-25.877025,29.246756,Mandela Dr,Linden st,11/12/2013,11/12/2013,0,Crime related,1,Violent,1,3,Chaos erupted in the Central Business District as police and local taxi commuters clashed. It seems that the shooting was fuelled by a road rage incident that happened earlier.
658,1,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,"Kwalanga, Rosedale",EC - Uitenhage,"-33.743219,25.378951",-33.743219,25.378951,Duiker Crescent,24th Ave,11/12/2013,11/12/2013,-1,Service delivery,9,Violent,1,3,The protest started on Wednesday after the municipality demolished illegally built houses. Housing and service delivery violent protest
660,6,KwaZulu Natal - eThekwini,1,0,Durban,Durban - City Hall,KZN - Durban Central,"-29.857599,31.025731",-29.857599,31.025731,Dr Pixley Kaseme St,Monty Naicker Rd,11/12/2013,11/12/2013,1,Transport related,6,Peaceful,0,3,About 2000 members of the Congress of SA Trade Unions marched through Durban to protest against e-tolls.
671,3,Gauteng - Ekurhuleni,1,0,Germiston,Mbhoro Church,GP - Germiston,"-26.218056,28.166185",-26.218056,28.166184,N3,R24,11/12/2013,11/12/2013,0,Labour related,4,Peaceful,0,5,COSATU in Gauteng embarked on drive slow procession to protest against labour borker and e-toll.
659,5,North West - Mafikeng,0,0,Mahikeng,Setlagole,NW - Mmabatho,"-26.282949,25.111285",-26.282948,25.111284,R376,N18,11/13/2013,11/13/2013,0,Vigilantism,7,Violent,1,3,"Three houses and two taverns have been set alight by angry residents, the structures belonged to people accused of kidnapping a seven-year-old boy on November 1. Community members were angry that none of the suspects were arrested."
652,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Cosatu headquarters - Braamfontein,GP - Johannesburg Central,"-26.19246,28.038588",-26.19246,28.038588,110 Jorissen Street,Simmonds St,11/14/2013,11/14/2013,0,Election related,3,Peaceful,0,5,"Members of Cosatu (Congress of SA Trade Unions) gathered at their headquarters before embarking on a march in Braamfontein, Johannesburg to protest against e-tolling and labour brokers."
654,3,Gauteng - Ekurhuleni,1,0,Boksburg,Boksburg,GP - Boksburg,"-26.22455,28.252702",-26.22455,28.252701,Tichardt Street,Adderley Street,11/14/2013,11/14/2013,0,Crime related,1,Peaceful,0,5,"About 60 angry residents of Slovo informal settlement marched to the Boksburg Magistrates Court, on November 14, demanding that a suspect accused of rape should not be granted bail."
661,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Cosatu headquarters - Braamfontein,GP - Johannesburg Central,"-26.19246,28.038588",-26.19246,28.038588,110 Jorissen Street,Simmonds St,11/14/2013,11/14/2013,1,Labour related,4,Peaceful,0,3,"Cosatu Gauteng march to deliver memorandums to the labour department, the provincial transport department, the office of the MEC for transport, the Gauteng legislature and the Gauteng premier as well as SA Chamber of Mines, the Johannesburg central police station, the office of the Auditor General, and the Hawks. . They raised a number of issues from labour brokers, they want a probe on the cost of the construction of the roads and the 2010 World Cup stadiums which they believe was inflated"
649,9,Western Cape - City of Cape Town,1,0,Cape Town,Khayelitsha - Eerste River,WC - Khayelitsha,"-34.000429,18.729025",-34.000428,18.729025,Van Riebeeck Road,Van Riebeeck Road,11/16/2013,11/17/2013,-1,Service delivery,9,Violent,1,5,"Angry Khayelitsha residents forced their way into vacant houses belonging to Our Pride Housing Project in Eerste River. According to the government, the problem was a misunderstanding between “free houses” and subsidised gap market units."
650,9,Western Cape - City of Cape Town,1,0,Cape Town,Mitchells Plain - Rocklands Civic Centre,WC - Mitchells Plain,"-34.049806,18.621359",-34.049805,18.621359,67 Koornhoop Way,7th Ave,11/17/2013,11/17/2013,-1,Election related,3,Peaceful,0,5,"ANC march from the Rocklands Civic Centre to the Mitchells Plain town centre. Ehrenreich accused the DA-controlled provincial government of neglecting areas such as Mitchells Plain, Khayelitsha, Manenberg and Langa, and “maintaining the privileges of apartheid” in areas such as Constantia, Milnerton and Bloubergstrand."
646,3,Gauteng - Ekurhuleni,1,0,East Rand,Thokoza,GP - Tokoza,"-26.354574,28.132196",-26.354574,28.132196,Khumalo Street,Khumalo street,11/18/2013,11/19/2013,0,Xenophobia,8,Violent,1,3,"Residents went on the rampage, breaking into foreign-owned shops and emptying them. This was after the owners fled the area at the first sign of violence on Monday during a protest over illegal electricity connections."
648,6,KwaZulu Natal - eThekwini,1,0,Durban,Cator Manor - River View,KZN - Cato Manor,"-29.857426,30.978188",-29.857426,30.978187,Mary Thipe Street,Thula Crest Drive,11/18/2013,11/19/2013,-1,Service delivery,9,Violent,1,5,"Illegal residents who had occupied flats in the River View development in Cato Manor, resist police and security guards. The conflict stemmed from a rent dispute between 232 residents and Sohco Property Developers."
651,6,KwaZulu Natal - eThekwini,1,0,Durban,River View,KZN - Durban Central,"-29.857433,30.978151",-29.857433,30.978151,Mary Thipe Street,75 Mary Thipe Street,11/18/2013,11/18/2013,-1,Service delivery,9,Violent,1,5,Two protesters were injured as dozens of residents at River View low cost flats tried to resist eviction on Monday morning after more than two years of litigation after the housing estate had been “hijacked”.
681,3,Gauteng - Ekurhuleni,1,0,East Rand,Thokoza - Imbeliseni informal settlement,GP - Tokoza,"-26.355574,28.132539",-26.355574,28.132539,Khumalo Street,yende street,11/18/2013,11/18/2013,0,Service delivery,9,Violent,1,5,Residents started to protest after the Red Ants and police went to Imbeliseni informal settlement looking for illegal electricity connections
647,5,North West - Rustenburg,0,0,Rustenburg,Glencor mine - Rustenburg,NW - Rustenburg,"-25.66025,27.244178",-25.66025,27.244178,Oliver Tambo Dr,Oliver Tambo Dr,11/19/2013,11/21/2013,-1,Labour related,4,Peaceful,0,5,"Workers at Glencor mine have embarked on a strike underground. COSATU is informed that the management at the company want the workers to work unpaid overtime, COSATU is also informed that the company has failed to provide protective clothing, in terms of the Occupational Health and Safety Act and the working conditions are also not safe."
645,5,North West - Rustenburg,0,1,Rustenburg,Lethabong,NW - Lethabong,"-25.432036,27.835554",-25.432036,27.835553,Rebone Street,Rebone Street,11/21/2013,11/21/2013,0,Service delivery,9,Violent,1,5,A ward councilor and nine other people were arrested for public violence in Lethabong near Rustenburg. The group was reportedly unhappy with the appointment of a contractor.
644,9,Western Cape - City of Cape Town,1,0,Cape Town,Cape Town - Keizergracht,WC - Cape Town Central,"-33.931535,18.433679",-33.931534,18.433679,Keizersgracht,Keizersgracht,11/23/2013,11/23/2013,1,Transport related,6,Peaceful,0,4,"Protest movement against tolling in general, and e-tolling in particular, embarked on another huge protests with hundreds of riders - nearly double the turnout for the previous Cape Town BAT ride - gathered on Keizergracht in the CBD on Saturday for the third such protest, escorted by the motorcycle patrolmen of the city’s Traffic Services."
692,6,KwaZulu Natal - eThekwini,1,0,Durban,St Mary’s Hospital - Mariannhill,KZN - Durban Central,"-29.848824,30.824899",-29.848824,30.824898,Abbot Francois road,Abbot francois road,11/26/2013,11/26/2013,0,Labour related,4,Peaceful,0,5,"Staff at the cash-strapped St Mary’s Hospital in Mariannhill embarked on a strike after pay talks deadlocked, leading to the effective temporary closure of the historic institution."
695,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Northam Platinum Head office - Dunkeld West.,GP - Sandton,"-26.134153,28.034748",-26.134153,28.034748,Hume Road,Northumberland Road,11/26/2013,11/26/2013,1,Labour related,4,Peaceful,0,3,The Strike at Northam Platinum is still continuing .
691,3,Gauteng - City of Tshwane,1,0,Pretoria,Moroccan embassy - Pretoria,GP - Brooklyn,"-25.747603,28.219861",-25.747603,28.219861,Schoeman St,Farenden street,11/27/2013,11/27/2013,1,Political causes,5,Peaceful,0,5,"The vigil, organized by the African National Congress, NEHAWU and South African movement of solidarity with the Saharawi people, to protest Morocco's occupation of Western Sahara was organized."
694,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Johannesburg CBD,GP - Johannesburg Central,"-26.202251,28.040584",-26.202251,28.040583,Kerk street,Bree street,11/28/2013,11/28/2013,0,Political causes,5,Violent,1,5,Disgruntled hawkers in Johannesburg forced businesses in the CBD to close. The hawkers said they would not allow anyone to trade because the City of Johannesburg and the Johannesburg High Court were not taking them seriously.
690,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Regional headquarters of the Post Office - Braamfontein (Rennesy),GP - Johannesburg Central,"-26.193279,28.036915",-26.193279,28.036915,Biccard street,De Korte street,11/29/2013,11/29/2013,0,Labour related,4,Peaceful,0,5,Members of the Communication Workers Union (CWU) down tools at the South African Post Office on over unmet wage demands. CWU declared a wage dispute in September after rejecting a wage increase offer of 6% from the Post Office. The union’s demands are as follows: Relocation Allowance; Housing Subsidy; Job Security; Medical Aid Post Retirement Benefit; Removal of Capping from Medical Aid; 10% Salary Increase; Salary Ranges; Implementation Period
698,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Auckland Park,GP - Rosebank,"-26.18679,28.009663",-26.186789,28.009663,Artillery Road,Henley Road,11/29/2013,11/29/2013,0,Labour related,4,Peaceful,0,5,"Generations actors have downed tools again after accusing their boss Mfundi Vundla of being a “baas boy”. Actors stormed out of the studios in Auckland Park where the soapie is shot after their attempt to meet with the powers that be to iron out their differences failed. Vundla refused to accede to their demands to give them three-year contracts, with no clauses enabling him to fire them if he felt the need."
696,9,Western Cape - City of Cape Town,1,0,Cape Town,Keizergracht - Cape Town,WC - Cape Town Central,"-33.931535,18.433679",-33.931534,18.433679,Keizergracht,Keizergracht,11/30/2013,11/30/2013,0,Transport related,6,Peaceful,0,3,Bikers Against e-Tolls double the turnout for the previous Cape Town BAT ride - gathered on Keizergracht in the CBD on Saturday for the third such protest.
686,3,Gauteng - Mogale City,0,0,Krugersdorp,Kagiso,GP - Kagiso,"-26.162641,27.787249",-26.162641,27.787248,Randfontein Road,Randfontein Road,12/02/2013,12/02/2013,0,Service delivery,9,Violent,1,3,Residents took the streets burning tyres as pleads for aid allegedly went unheard after a hailstorm hit the area
687,3,Gauteng - City of Tshwane,1,0,Pretoria,Soshanguve Block XX - Plastic View,GP - Soshanguve,"-25.525093,28.101942",-25.525092,28.101942,Mabopane Hwy,Mabopane Hwy,12/03/2013,12/03/2013,0,Service delivery,9,Violent,1,3,Two homes were set alight on Tuesday when violence erupted in Soshanguve following the eviction of some families from RDP houses.
688,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Sunninghill - Ward 93,GP - Rosebank,"-26.037042,28.061987",-26.037042,28.061986,Rivonia Road,Witkoppen Road,12/03/2013,12/03/2013,0,Transport related,6,Peaceful,0,5,"To show their disapproval of the commencement of e-tolling on Johannesburg's highways, Ward 93 staged a silent protest at the Rivonia Road intersection"
689,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Rivonia e-toll customer service centre,GP - Rosebank,"-26.039558,28.061194",-26.039558,28.061194,Rivonia Road,N1 Western Bypass,12/03/2013,12/03/2013,0,Transport related,6,Peaceful,0,5,"Wheelchair-bound Gauteng residents, mostly members of the QuadPara Association of South Africa (Qasa), gathered at the centre to protest against the fact that the disabled were not exempt from the tolls."
712,9,Western Cape - City of Cape Town,1,0,Cape Town,"Sanlam’s head office - Bellville, Cape Town",WC - Bellville,"-33.903605,18.640939",-33.903604,18.640938,2 strand road,2 strand road,12/03/2013,12/03/2013,0,Labour related,4,Peaceful,0,5,"A group of about 40 Economic Freedom Fighters (EFF) supporters are taking part in a protest outside Sanlam’s head office in Bellville, Cape Town. The party’s provincial convener Nazier Petersen told News24 that the October incident regarded an employee who was contracted by a labour broker to Sanlam for a period of six months and the broker terminated the contract."
849,4,Northern Cape - Sol Plaatjie,0,0,Kimberley,Galeshewe,NC - Galeshewe,"-28.728303,24.751766",-28.728303,24.751766,Popham Close,Tyson St,12/04/2013,12/04/2013,0,Crime related,1,Peaceful,0,5,Women Against Crime and Community Police Forum (CPF) members in Galeshewe marched to the Galeshewe police station to hand him a memorandum requesting intervention by the police during the 16 Days of Activism of No Violence against Women and Children this festive season.
683,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Gauteng provincial legislature - Johannesburg,GP - Johannesburg Central,"-26.20427,28.041223",-26.20427,28.041222,President street,Loveday street,12/05/2013,12/05/2013,0,Transport related,6,Peaceful,0,5,Scores of Democratic Alliance supporters gathered outside the Gauteng provincial legislature to protests against the e-tolling of Gauteng highways
684,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Johannesburg,GP - Johannesburg Central,"-26.193279,28.036915",-26.193279,28.036915,Biccard street,De Korte street,12/05/2013,12/05/2013,1,Labour related,4,Peaceful,0,5,"CWU workers in the Post Office are on a go-slow, demanding a relocation allowance, 10 percent salary increase, housing subsidy, medical aid post retirement benefits, and the removal of capping of medical aid."
685,3,Gauteng - Ekurhuleni,1,0,Johannesburg,Germiston / Johannesburg,GP - Germiston,"-26.218172,28.164502",-26.218171,28.164501,Cross street,Rose street,12/05/2013,12/05/2013,1,Labour related,4,Peaceful,0,5,Traffic officers in Ekurhuleni and Johannesburg who are members of the SA Municipal Workers' Union (Samwu) were also on an unofficial go-slow. officers had been complaining they were forced to desert their official duties due to the massive traffic on alternatives routes to the e-tolled highways.
718,9,Western Cape - Knysna,0,0,Knysna,Knysna Magistrates Court,WC - Knysna,"-34.036073,23.049799",-34.036073,23.049799,11 Main Road,11 Main Road,12/05/2013,12/05/2013,1,Crime related,1,Peaceful,0,5,"Animal rights activists gathered outside the Knysna Magistrates Court on Thursday, where six men are appearing in connection with a long-running dog fighting case."
697,6,KwaZulu Natal - eThekwini,1,0,Durban,Lindelani,KZN - Ntuzuma,"-29.959889,30.902861",-29.959889,30.902861,Veni Yeni Road,Veni Yeni Raod,12/07/2013,12/07/2013,0,Xenophobia,8,Violent,1,3,"Mob looted the Somali-owned Bafana General Dealer store. A teen’s body was found sprawled on the road opposite the shop. Earlier, three teenagers were caught by the owners for shoplifting. They escaped from the shop and returned with a mob to loot it."
703,7,Mpumalanga - Mbombela,0,0,Nelspruit,Mbombela Stadium,MP - Nelspruit,"-25.461715,30.929748",-25.461715,30.929748,Matsafeni Road,Esmart Street,12/10/2013,12/10/2013,0,Individual causes,11,Violent,1,5,Mourners fought for food and hurled insults outside the Mbombela Stadium on Tuesday where thousands gathered to watch a live broadcast of late President Nelson Mandela's memorial service.
700,9,Western Cape - City of Cape Town,1,0,Cape Town,Mitchells Plain Magistrate Court,WC - Mitchells Plain,"-34.047873,18.623279",-34.047873,18.623279,1st Avenue,1st Avenue,12/13/2013,12/13/2013,0,Crime related,1,Peaceful,0,5,"Protest outside the Mitchells Plain Magistrate Court where the two men accused of killing six-year-old Hope van der Merwe Outside court, protesters held placards that read: “No bail for child killers”"
734,3,Gauteng - Ekurhuleni,1,0,Johannesburg,Windmill Park,GP - Boksburg,"-26.289144,28.267275",-26.289144,28.267275,East central road,East central road,12/13/2013,12/13/2013,0,Transport related,6,Violent,1,5,Taxi owner Robert Nokeri (57) said there was tension between the Reiger Park District Taxi Association and the Boksburg Taxi Association.
699,9,Western Cape - City of Cape Town,1,0,Cape Town,Cape Times offices - Cape Town,WC - Cape Town Central,"-33.923474,18.419912",-33.923473,18.419912,St Georges Mall St,Church street,12/14/2013,12/14/2013,0,Labour related,4,Peaceful,0,5,"The Right2Know (R2K) campaign has expressed concern about editorial independence at Independent Newspapers following the sacking of Cape Times editor Alide Dasnois. Members picket outside the Cape Times offices in solidarity with Dasnois. Activists, journalists and concerned citizens picketed outside the Cape Times’ offices on Tuesday in a call for editorial independence and the reinstatement of Alide Dasnois as the paper’s editor."
732,1,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,KwaDwesi,EC - Kwadwesi,"-33.84554,25.51495",-33.84554,25.514949,Qumza Road,Uitenhage Rd,12/15/2013,12/15/2013,0,Vigilantism,7,Violent,1,3,"Angry residents found two men who were taking turns to rape a woman. One of the men escaped, but the other one was stripped naked and killed."
731,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Diepsloot - extension 7,GP - Cosmo City,"-25.940757,28.018091",-25.940757,28.01809,R511,R511,12/16/2013,12/16/2013,0,Vigilantism,7,Violent,1,3,"Raging residents stoned an allegid thug to death, other armed robbery suspects hid from an angry crowd in tall reeds. The men allegedly robbed a paraffin shop in extension 7."
733,6,KwaZulu Natal - eThekwini,1,0,Durban,King Zwelithini Stadium - Umlazi,KZN - Umlazi,"-29.970708,30.900055",-29.970707,30.900054,Mangosuthu Hyw,Ephraim Mdala Maphumulo st,12/16/2013,12/16/2013,0,Individual causes,11,Peaceful,0,5,"Following their 3-0 hammering by AmaZulu, Harrison found himself having to leave the King Zwelithini Stadium under heavy police guard. Staunch Arrows fans waited for him near the team bus chanting songs of disapproval of his work and asked him to immediately resign and go away with his son Ryan."
701,3,Gauteng - Mogale City,0,0,Krugersdorp,Munsieville - Polokego Shelter for abused women and children,GP - Krugersdorp,"-26.073745,27.753328",-26.073744,27.753328,Corane St,Ngidi Ave,12/18/2013,12/18/2013,0,Crime related,1,Peaceful,0,5,"Polokego Shelter for abused women and children takes a stand against exploitation by marching through the streets of Munsieville, to make residents aware of the various types of abuse and how it affects local communities. The march served as part of the nationwide 16 Days of Activism Against Abuse Against Women and Children."
702,2,Free State - Mangaung,0,0,Bloemfontein,Thaba Nchu,FS - Thabanchu,"-29.19272,26.821649",-29.19272,26.821649,Stands st,Stand st,12/18/2013,12/18/2013,0,Crime related,1,Peaceful,0,5,"Thaba Nchu Rape Angry residents of Thaba Nchu, east of Bloemfontein, are holding demonstrations outside the Magistrate's Court where three teenagers will be appearing for the alleged raped and attempted murder of a three-year-old girl. Residents are opposed to the suspects being granted bail. They are carrying banners that read ""No bail for blood-suckers""."
722,7,Mpumalanga - Emalahleni,0,0,Witbank,Schoongezicht,MP - Vosman,"-25.885206,29.183397",-25.885206,29.183396,Wilson Street,Goodman Ave,12/18/2013,12/18/2013,0,Vigilantism,7,Violent,1,5,"A man who has been terrorizing women in the Schoongezicht area, has met his fate. He was found by a community mob. Community members in Schoongezicht, were infuriated when they heard that a man, aged between 24 and 26, had just raped a 6-year-old girl from around the community."
751,6,KwaZulu Natal - Ezingoleni,0,1,Pietermaritzburg,KwaNyuswa,KZN - Durban Central,"-30.676121,30.109957",-30.67612,30.109957,N2,N2,12/23/2013,12/23/2013,0,Election related,3,Violent,1,5,"A row has erupted between the DA and the ANC at KwaNyuswa near Botha’s Hill over what colour a two-roomed house, built for two orphaned children, should be painted."
746,9,Western Cape - City of Cape Town,1,0,Cape Town,Valhalla Park - Agstelaan informal settlemen,WC - Bishop Lavis,"-33.952402,18.569221",-33.952401,18.56922,Angela St,Valhalla Dr,12/26/2013,12/27/2013,1,Service delivery,9,Violent,1,3,"Around 1,400 people were left homeless when a fire broke out. The protestors are demanding proper houses be built for them."
711,7,Mpumalanga - Nkangala,0,0,Pretoria,"Nkangala, Bronkhorstspruit",MP - Kwamhlanga,"-25.943227,29.602441",-25.943227,29.60244,N11,N11,12/27/2013,12/29/2013,0,Crime related,1,Violent,1,3,The unrest started when people found out that a resident had died police custody after being arrested on Christmas Day. Community members gathered to march to Ekangala police station on Saturday to demand the release of other residents arrested following a protest on Friday
715,3,Gauteng - West Rand,0,0,Johannesburg,Mohlakeng,GP - Randfontein,"-26.21512,27.699933",-26.215119,27.699933,Darius Mhlongo Street,Maugham Road,01/01/2014,01/01/2014,0,Crime related,1,Violent,1,5,An angry crowd damaged the Mohlakeng Police station after trying to catch two men who attacked and killed a woman. Police officers took the two men into custody for their own protection. Tempers flared and the crowd began damaging the police station and police property in protest.
729,3,Gauteng - City of Johannesburg,1,0,Johannesburg,Diepsloot extension 1,GP - Cosmo City,"-25.934679,28.012517",-25.934678,28.012516,Bluegum street,Pear Street,01/03/2014,01/03/2014,0,Vigilantism,7,Violent,1,3,"Police arrived in time to save an alleged thief from death at the hands of angry residents, who allegedly broke into a hairdressing salon. Residents beat the thief and stoned him."
708,3,Gauteng - Mogale City,0,0,Krugersdorp,Kagiso,GP - Kagiso,"-26.161986,27.787071",-26.161985,27.787071,Randfontein Road,Jacobs street,01/04/2014,01/08/2014,1,Service delivery,9,Violent,1,3,"Kagiso residents had been protesting over the weekend, demanding that mining activities in the area be stopped immediately. They were complaining that the mining activities in the area were damaging their houses."
713,2,Free State - Moqhaka,0,0,Kroonstad,Moqhaka Municipality,FS - Kroonstad,"-27.662777,27.240577",-27.662776,27.240576,Hill street,Hill street,01/06/2014,01/08/2014,0,Labour related,4,Peaceful,0,5,900 workers at the Moqhaka municipality protest against poor service delivery and poor management of the municipality by the municipality manager.
723,6,KwaZulu Natal - eThekwini,1,0,Durban,KwaMashu,KZN - Kwa Mashu,"-29.734179,30.997258",-29.734179,30.997257,Ntombela Rd,Ntombela Rd,01/06/2014,01/06/2014,0,Crime related,1,Peaceful,0,5,Residents gathered and went to the police station demanding to know why a man accused of four cases of rape of male victims aged between six and 29 had been released.
728,8,Limpopo - Thulamela,0,1,Giyani,Mapuve,LP - Giyani,"-23.279866,30.582938",-23.279865,30.582937,R578,R578,01/06/2014,01/06/2014,0,Vigilantism,7,Violent,1,3,"Five-year-old boy went missing, his father consulted a sangoma to find out who had kidnapped his son. sangoma showed him two men in the mirror, he told residents afterwards who went one rampage to destroy the two mesn' property."
852,3,Gauteng - West Rand,0,0,Johannesburg,Toekomsrus,GP - Randfontein,"-26.207661,27.715237",-26.207661,27.715236,Diamond Street,Diamond Street,01/07/2014,01/07/2014,0,Crime related,1,Violent,1,5,"A group of police officers were nearly attacked and their vehicles damaged by an angry crowd in Toekomsrus on Diamond Street on 7 January at approximately 12.30pm. This comes after the officers allegedly tried to solicit bribes from two foreign nationals who run a spaza shop in the area. According to West Rand Cope leader Solly May who witnessed the incident, the police officers conducted a search at the shop and started becoming violent toward the shopkeepers for no apparent reason."
704,3,Gauteng - City of Tshwane,1,0,Pretoria,Pretoria CBD,GP - Pretoria Central,"-25.756571,28.186019",-25.756571,28.186019,Bosman Street,Bosman Street,01/08/2014,01/08/2014,1,Crime related,1,Violent,1,3,"Hawkers in the city centre have vowed to make the city “ungovernable” after the murder of one of their own, allegedly by a Tshwane Metro Police officer on Wednesday. They vowed to avenge Rivambo’s killing and said it was because Ramokgopa postponed a meeting he promised them last year."
714,8,Limpopo - Thabazimbi,0,1,Thabazimbi,Northam Platinum’s Zondereinde mine,LP - Thabazimbi,"-24.952275,27.265196",-24.952275,27.265196,R510,R510,01/08/2014,01/10/2014,1,Labour related,4,Peaceful,0,3,"National Union of Mineworkers (NUM) has revised its wage demands amid its extended strike over pay at Northam Platinum’s Zondereinde mine, The miners were also prepared to agree to a two-year deal rather than one year, as was initially demanded (the company is seeking a three-year agreement)"
719,1,Eastern Cape - Kouga,0,0,Jeffreys Bay,Jeffreys Bay,EC - Jeffreys Bay,"-34.047681,24.923165",-34.04768,24.923165,heide Ave,heide Ave,01/08/2014,01/08/2014,0,Crime related,1,Peaceful,0,5,"About 80 people attended a protest yesterday against wild animals being used in circus acts by McLaren Circus, currently in Jeffreys Bay"
727,1,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Ward 20 - KwaZakhele,EC - Kwazakele,"-33.878384,25.594014",-33.878383,25.594014,Aye Road,Buyambo street,01/09/2014,01/09/2014,0,Service delivery,9,Peaceful,0,5,"The residents of Ward 20 in KwaZakhele, Port Elizabeth, sang “Rest in peace ward councilor because you are useless” when they delivered the coffin and a wreath at the councillor’s office yesterday. Cops had to be called in as angry residents chanted that the councilor should get into the coffin because he had failed to help them. Because the entire area is full of rubbish."
752,1,Eastern Cape - Nelson Mandela Bay,1,0,Port Elizabeth,Old Ford House building - Port Elizabeth,EC - New Brighton,"-33.959976,25.603121",-33.959975,25.603121,Albany Road,Westbourne Road,01/09/2014,01/17/2014,1,Service delivery,9,Violent,1,5,"Work was disrupted for three hours at the Old Ford House building when almost 200 small business workers charged the building, refusing to leave until a meeting had been set up with the head of the Public Works Department. they claimed the head promised to give them jobs worth R3-million, grass-cutting jobs, and they recently discovered the whole job had been given to one person."
705,3,Gauteng - City of Tshwane,1,0,Pretoria,Pretoria Magistrate’s Court,GP - Pretoria Central,"-25.750053,28.183579",-25.750053,28.183579,Schubart St,Sophie de Bruyn street,01/10/2014,01/10/2014,1,Crime related,1,Violent,1,5,"Scores of informal traders protested outside the Pretoria Magistrate’s Court on Friday, blaming executive mayor Kgosientso Ramokgopa for the murder of 20-year-old Foster Rivambo from Saulsville"
706,6,KwaZulu Natal - Nkandla,0,1,Nkandla,Nkandla,KZN - Nkandla,"-28.622802,31.087676",-28.622802,31.087675,N1,N1,01/11/2014,01/11/2014,0,Election related,3,Violent,1,5,"Malema braves stones, bottles in Nkandla protest ahead of EFF house handover. Police fired rubber bullets and used a water canon and tear gas against ANC members who threw stones at EFF supporters near President Jacob Zuma's Nkandla residence on Saturday."
709,3,Gauteng - City of Johannesburg,1,0,Johannesburg,South Gate Mall,GP - Booysens,"-26.267826,27.979472",-26.267825,27.979472,Columbine Ave,Rifle range road,01/11/2014,01/11/2014,1,Transport related,6,Peaceful,0,5,The Pan Africanist Congress (PAC) has vowed to continue with more protests and demonstrations against the newly introduced e-toll system in Gauteng.
717,5,North West - Madibeng,0,0,Brits,Mothutlung,NW - Mothutlung,"-25.604824,27.886795",-25.604824,27.886794,R566,R566,01/12/2014,01/14/2014,1,Service delivery,9,Violent,1,3,Residents started protesting on Sunday afternoon about a water shortage. Two people short dead by police.
707,3,Gauteng - Ekurhuleni,1,0,Germiston,Brakpan Magistrate's Court,GP - Brakpan,"-26.238238,28.365753",-26.238237,28.365753,Prince George Ave,Kitzinger street,01/13/2014,01/13/2014,1,Crime related,1,Peaceful,0,5,A group of protesters stood outside the Brakpan Magistrate's Court on Monday ahead of the appearance of a man accused of raping and killing his four-year-old niece.
